City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,ust-omchug,61.15,149.6333,-10.52,77,1,1.59,RU,2023-04-03
349,sisimiut,66.9395,-53.6735,-14.83,70,0,4.56,GL,2023-04-03
350,jalingo,8.8833,11.3667,30.54,14,34,0.27,NG,2023-04-03
351,college,64.8569,-147.8028,-7.03,73,40,3.6,US,2023-04-03
352,orizona,-17.0314,-48.2958,17.62,90,100,1.87,BR,2023-04-03
353,salcininkai,54.3,25.3833,-0.09,62,95,7.48,LT,2023-04-03
354,palmer,42.1584,-72.3287,0.47,54,78,0.61,US,2023-04-03
355,santa cruz,-17.8,-63.1667,22.7,94,100,1.54,BO,2023-04-03
356,caraquet,47.7941,-64.9386,-8.7,73,12,9.87,CA,2023-04-03
357,saint-pierre,-21.3393,55.4781,28.09,69,100,2.57,RE,2023-04-03
358,villazon,-22.0866,-65.5942,8.88,89,8,0.86,BO,2023-04-03
359,luang prabang,19.8856,102.1347,36.98,26,0,3.09,LA,2023-04-03
360,codrington,-38.2667,141.9667,16.29,66,91,5.54,AU,2023-04-03
361,fort nelson,58.8053,-122.7002,-3.23,63,75,2.06,CA,2023-04-03
362,lahij,13.1667,44.5833,28.0,65,99,3.75,YE,2023-04-03
363,lazaro cardenas,17.9583,-102.2,22.64,77,100,1.73,MX,2023-04-03
364,sao jose da coroa grande,-8.8978,-35.1478,24.75,84,58,0.88,BR,2023-04-03
365,dinard,48.6314,-2.0614,5.16,80,100,4.12,FR,2023-04-03
366,awjilah,29.1081,21.2869,23.23,11,0,7.08,LY,2023-04-03
367,grand gaube,-20.0064,57.6608,29.65,64,79,3.13,MU,2023-04-03
368,devils lake,48.1128,-98.8651,-3.01,92,100,8.75,US,2023-04-03
369,mehamn,71.0357,27.8492,-2.03,69,0,9.26,NO,2023-04-03
370,bandarbeyla,9.4942,50.8122,29.22,63,8,3.17,SO,2023-04-03
371,kulu,39.0951,33.0799,13.05,55,100,1.87,TR,2023-04-03
372,praia da vitoria,38.7333,-27.0667,14.14,72,75,5.98,PT,2023-04-03
373,carutapera,-1.195,-46.02,23.43,93,100,0.74,BR,2023-04-03
374,luganville,-15.5333,167.1667,27.74,80,34,2.46,VU,2023-04-03
375,korla,41.7597,86.1469,6.67,14,87,8.24,CN,2023-04-03
376,lulea,65.5842,22.1547,-7.96,73,0,1.54,SE,2023-04-03
377,petropavlovsk-kamchatskiy,53.0452,158.6483,8.33,40,0,1.0,RU,2023-04-03
378,turbat,26.0023,63.044,28.66,17,0,3.9,PK,2023-04-03
379,astara,38.5,48.6667,15.99,64,7,2.21,AZ,2023-04-03
380,buraydah,26.326,43.975,21.25,15,0,2.26,SA,2023-04-03
381,taoudenni,22.6783,-3.9836,25.55,8,0,1.98,ML,2023-04-03
382,saint-louis,16.3333,-15.0,24.33,28,3,3.81,SN,2023-04-03
383,baruun-urt,46.6806,113.2792,0.16,13,100,4.58,MN,2023-04-03
384,saint-leu,-21.15,55.2833,27.75,89,31,1.83,RE,2023-04-03
385,umtata,-31.5889,28.7844,21.57,59,99,1.7,ZA,2023-04-03
386,melendugno,40.2747,18.3368,12.81,94,40,3.6,IT,2023-04-03
387,moussoro,13.6408,16.4901,29.79,8,7,6.22,TD,2023-04-03
388,port augusta,-32.5,137.7667,26.06,19,0,1.85,AU,2023-04-03
389,nabire,-3.3667,135.4833,28.89,74,38,2.21,ID,2023-04-03
390,puerto vallarta,20.6204,-105.2307,22.17,82,100,0.49,MX,2023-04-03
391,shingu,33.7333,135.9833,15.38,68,94,3.56,JP,2023-04-03
392,morondava,-20.2833,44.2833,27.97,73,5,1.7,MG,2023-04-03
393,rio grande,-32.035,-52.0986,18.34,74,95,4.12,BR,2023-04-03
394,porto seguro,-16.4497,-39.0647,24.29,94,75,4.12,BR,2023-04-03
395,zonguldak,41.25,31.8333,10.47,89,100,1.96,TR,2023-04-03
396,katobu,-4.9408,122.5276,26.26,84,100,1.26,ID,2023-04-03
397,hailar,49.2,119.7,0.1,23,78,11.17,CN,2023-04-03
398,clinton,42.587,-82.9199,4.97,84,0,4.12,US,2023-04-03
399,erdenet,49.0333,104.0833,-5.52,35,100,4.43,MN,2023-04-03
400,danielskuil,-28.1887,23.5395,20.14,45,6,6.57,ZA,2023-04-03
401,watertown,42.3709,-71.1828,0.61,46,0,0.89,US,2023-04-03
402,chibombo,-14.6569,28.0706,18.33,84,100,3.82,ZM,2023-04-03
403,beni mazar,28.4962,30.8029,23.29,19,0,0.75,EG,2023-04-03
404,wodonga,-36.1167,146.8833,24.59,100,23,0.85,AU,2023-04-03
405,luwuk,-0.9516,122.7875,27.83,82,100,0.78,ID,2023-04-03
406,mogadishu,2.0371,45.3438,29.32,68,14,2.72,SO,2023-04-03
407,polovinnoye,54.7914,65.9864,5.8,58,0,4.65,RU,2023-04-03
408,krasnyy yar,46.5331,48.3456,11.96,61,82,4.5,RU,2023-04-03
409,shenjiamen,29.9576,122.298,14.81,86,86,7.41,CN,2023-04-03
410,ler,8.3018,30.1418,33.12,9,68,4.35,SS,2023-04-03
411,praya,14.9215,-23.5087,21.3,68,0,3.09,CV,2023-04-03
412,kabanjahe,3.1001,98.4908,22.09,77,97,1.63,ID,2023-04-03
413,burnie,-41.0667,145.9167,16.08,72,99,3.75,AU,2023-04-03
414,kenitra,34.261,-6.5802,14.42,82,6,1.78,MA,2023-04-03
415,aksarka,66.5606,67.7975,-12.82,81,11,5.3,RU,2023-04-03
416,touros,-5.1989,-35.4608,24.96,83,97,2.4,BR,2023-04-03
417,joacaba,-27.1781,-51.5047,11.19,99,3,1.73,BR,2023-04-03
418,rajanpur,29.1035,70.325,29.07,40,82,5.56,PK,2023-04-03
419,zhanakorgan,43.9098,67.2495,17.47,11,100,1.7,KZ,2023-04-03
420,atlantic beach,30.3344,-81.3987,19.01,86,0,2.57,US,2023-04-03
421,vikhorevka,56.1201,101.1636,-3.23,69,100,5.54,RU,2023-04-03
422,kakonko,-3.2828,30.9642,21.08,86,94,0.65,TZ,2023-04-03
423,atar,20.5169,-13.0499,25.55,7,1,3.69,MR,2023-04-03
424,morros,-9.4467,-46.3003,21.35,88,12,0.95,BR,2023-04-03
425,lugoba,-6.45,38.3333,26.93,76,100,1.57,TZ,2023-04-03
426,zhanaozen,43.3,52.8,9.76,57,92,4.54,KZ,2023-04-03
427,colac,-38.3333,143.5833,16.76,47,86,1.08,AU,2023-04-03
428,yarada,17.65,83.2667,33.18,58,20,4.12,IN,2023-04-03
429,la quinta,33.6634,-116.31,17.76,43,0,9.77,US,2023-04-03
430,santa isabel,-23.3156,-46.2214,15.61,96,5,0.72,BR,2023-04-03
431,coruripe,-10.1256,-36.1756,24.69,84,50,1.61,BR,2023-04-03
432,hohhot,40.8106,111.6522,4.39,87,40,3.0,CN,2023-04-03
433,la rioja,42.25,-2.5,1.88,85,7,1.21,ES,2023-04-03
434,tocopilla,-22.092,-70.1979,22.01,84,41,0.08,CL,2023-04-03
435,smoky lake,54.1169,-112.4686,-4.6,97,100,2.04,CA,2023-04-03
436,san juan de abajo,20.8167,-105.1833,22.04,67,100,0.08,MX,2023-04-03
437,omboue,-1.5746,9.2618,26.19,84,100,3.78,GA,2023-04-03
438,aksu,41.1231,80.2644,17.08,7,0,3.15,CN,2023-04-03
439,priladozhskiy,59.85,31.4833,-2.35,93,100,5.75,RU,2023-04-03
440,hay river,60.8156,-115.7999,-16.01,85,75,1.03,CA,2023-04-03
441,verkhoyansk,67.5447,133.385,-4.08,77,100,6.97,RU,2023-04-03
442,alta floresta,-9.8756,-56.0861,20.69,99,100,1.25,BR,2023-04-03
443,prince rupert,54.3161,-130.3201,4.83,93,40,6.17,CA,2023-04-03
444,richards bay,-28.783,32.0377,25.68,68,6,6.91,ZA,2023-04-03
445,helsinki,60.1695,24.9355,0.06,58,0,9.83,FI,2023-04-03
446,sarangani,5.4033,125.4636,27.62,77,99,4.61,PH,2023-04-03
447,hirado,33.3597,129.5531,16.88,66,0,10.26,JP,2023-04-03
448,sao miguel,-5.4667,-35.3667,24.43,79,95,2.43,BR,2023-04-03
449,nacala,-14.5428,40.6728,28.62,78,75,7.2,MZ,2023-04-03
450,pucallpa,-8.3791,-74.5539,21.59,99,100,0.55,PE,2023-04-03
451,emerald,-23.5333,148.1667,29.08,43,37,3.34,AU,2023-04-03
452,los llanos de aridane,28.6585,-17.9182,16.86,92,40,5.14,ES,2023-04-03
453,orgita,58.9218,24.45,1.99,68,6,5.48,EE,2023-04-03
454,codajas,-3.8367,-62.0569,21.68,100,92,0.98,BR,2023-04-03
455,nimaparha,20.0667,86.0167,35.22,31,16,4.54,IN,2023-04-03
456,harper,4.375,-7.7169,26.12,84,24,1.41,LR,2023-04-03
457,windsor,42.3001,-83.0165,4.98,85,40,5.14,CA,2023-04-03
458,omsukchan,62.5333,155.8,-17.03,93,84,1.94,RU,2023-04-03
459,sokolo,14.7328,-6.1219,25.42,10,53,4.52,ML,2023-04-03
460,whitehorse,60.7161,-135.0538,-4.57,67,75,3.6,CA,2023-04-03
461,chara,56.9064,118.2631,-9.33,68,100,0.74,RU,2023-04-03
462,kokoda,-8.8785,147.7407,26.41,86,100,1.61,PG,2023-04-03
463,saint-georges,12.0564,-61.7485,24.72,79,13,6.6,GD,2023-04-03
464,champerico,14.3,-91.9167,27.57,75,19,3.12,GT,2023-04-03
465,feodosiya,45.0333,35.3833,12.61,70,2,5.96,UA,2023-04-03
466,saldanha,-33.0117,17.9442,17.47,85,2,3.92,ZA,2023-04-03
467,caravelas,-17.7125,-39.2481,24.02,81,93,4.4,BR,2023-04-03
468,sechura,-5.5569,-80.8222,25.01,89,100,3.95,PE,2023-04-03
469,humaita,-7.5061,-63.0208,21.58,99,100,1.13,BR,2023-04-03
470,gimli,50.6336,-96.9907,-6.99,93,100,11.83,CA,2023-04-03
471,paamiut,61.994,-49.6678,-1.9,58,100,3.79,GL,2023-04-03
472,chenghai,23.4632,116.768,21.95,64,100,3.0,CN,2023-04-03
473,longkou,37.6508,120.3286,15.73,41,100,6.2,CN,2023-04-03
474,kimbe,-5.5502,150.1429,28.36,80,100,1.69,PG,2023-04-03
475,candido mendes,-1.4467,-45.7167,22.8,97,100,0.67,BR,2023-04-03
476,akcaabat,41.0212,39.5715,15.93,63,75,0.0,TR,2023-04-03
477,tazovskiy,67.4667,78.7,-10.86,90,100,7.46,RU,2023-04-03
478,port hedland,-20.3167,118.5667,33.03,58,37,8.75,AU,2023-04-03
479,lipin bor,60.2622,37.9763,-0.98,94,100,5.99,RU,2023-04-03
480,natal,-5.795,-35.2094,24.36,94,0,2.57,BR,2023-04-03
481,mackay,-21.15,149.2,27.6,86,98,4.62,AU,2023-04-03
482,betong,5.7743,101.0723,23.18,98,100,1.28,TH,2023-04-03
483,penzance,50.1186,-5.5371,9.87,81,40,5.14,GB,2023-04-03
484,meadow lake,34.8014,-106.5436,14.06,21,0,2.03,US,2023-04-03
485,xinqing,48.2333,129.5,13.15,47,100,6.77,CN,2023-04-03
486,soe,-9.8607,124.284,25.61,62,99,1.92,ID,2023-04-03
487,nome,64.5011,-165.4064,-19.35,84,0,1.54,US,2023-04-03
488,wanganui,-39.9333,175.05,13.11,82,29,1.79,NZ,2023-04-03
489,sibolga,1.7427,98.7792,28.41,71,100,2.14,ID,2023-04-03
490,fraga,41.5229,0.3489,8.1,68,0,2.51,ES,2023-04-03
491,zhuhai,22.2769,113.5678,24.92,88,40,8.75,CN,2023-04-03
492,chapleau,47.8405,-83.4034,-1.01,98,100,2.95,CA,2023-04-03
493,kvarkeno,52.0833,59.725,7.55,56,62,5.11,RU,2023-04-03
494,pinega,64.7001,43.3936,-5.1,89,62,3.68,RU,2023-04-03
495,orange cove,36.6244,-119.3137,12.35,75,100,5.66,US,2023-04-03
496,kamenka,51.3223,42.7678,10.7,56,100,2.99,RU,2023-04-03
497,alice springs,-23.7,133.8833,26.75,34,100,1.54,AU,2023-04-03
498,bom jesus,-9.0744,-44.3586,21.88,86,59,0.75,BR,2023-04-03
499,coquimbo,-29.9533,-71.3436,12.85,100,100,0.51,CL,2023-04-03
500,kavieng,-2.5744,150.7967,29.27,68,62,3.91,PG,2023-04-03
501,eureka,40.8021,-124.1637,3.75,93,61,0.89,US,2023-04-03
502,weligama,5.9667,80.4167,29.24,68,18,2.88,LK,2023-04-03
503,bad salzungen,50.8167,10.2333,2.31,67,75,2.24,DE,2023-04-03
504,algiers,36.7525,3.042,8.9,71,20,2.57,DZ,2023-04-03
505,corn island,12.1694,-83.0418,26.21,80,11,9.01,NI,2023-04-03
506,nueve de julio,-35.4444,-60.8831,13.87,99,100,0.45,AR,2023-04-03
507,veraval,20.9,70.3667,28.21,57,0,4.53,IN,2023-04-03
508,kolokani,13.5728,-8.0339,23.95,8,71,3.53,ML,2023-04-03
509,sarangpur,23.5667,76.4667,33.2,20,1,2.88,IN,2023-04-03
510,guatire,10.4762,-66.5427,24.0,98,67,0.61,VE,2023-04-03
511,atbasar,51.8,68.3333,2.39,94,3,3.49,KZ,2023-04-03
512,acarau,-2.8856,-40.12,23.2,88,92,1.99,BR,2023-04-03
513,chhatarpur,24.9,79.6,35.19,15,6,4.33,IN,2023-04-03
514,devonport,-41.1667,146.35,16.12,80,70,3.32,AU,2023-04-03
515,belaya kholunitsa,58.84,50.8528,7.39,83,100,2.38,RU,2023-04-03
516,wukari,7.85,9.7833,29.88,55,31,2.27,NG,2023-04-03
517,timra,62.487,17.3257,-7.18,73,0,2.57,SE,2023-04-03
518,roma,43.2128,-75.4557,-1.3,66,0,3.09,US,2023-04-03
519,bonfim,3.0833,-59.95,24.11,73,95,3.48,BR,2023-04-03
520,pocatello,42.8713,-112.4455,-1.01,85,100,0.89,US,2023-04-03
521,varhaug,58.6147,5.6457,5.27,75,54,2.15,NO,2023-04-03
522,jinji,23.2281,110.8261,30.19,63,49,6.72,CN,2023-04-03
523,avera,33.194,-82.5271,9.03,51,56,1.06,US,2023-04-03
524,alushta,44.6667,34.4167,11.88,77,47,3.8,UA,2023-04-03
525,flin flon,54.7682,-101.865,-21.4,100,97,2.16,CA,2023-04-03
526,paranapanema,-23.3886,-48.7228,14.66,99,37,2.75,BR,2023-04-03
527,suntar,62.1444,117.6319,-2.41,76,100,3.79,RU,2023-04-03
528,arlit,18.7369,7.3853,25.88,4,100,1.99,NE,2023-04-03
529,nhulunbuy,-12.2333,136.7667,32.34,58,40,5.14,AU,2023-04-03
530,alamogordo,32.8995,-105.9603,19.45,13,40,6.17,US,2023-04-03
531,tezu,27.9167,96.1667,19.08,79,99,2.52,IN,2023-04-03
532,wanning,18.8003,110.3967,28.46,71,93,6.37,CN,2023-04-03
533,shubarkuduk,49.1447,56.4872,13.66,27,18,6.42,KZ,2023-04-03
534,banes,20.9625,-75.7186,22.99,84,4,3.52,CU,2023-04-03
535,zabaykalsk,49.6333,117.3167,-1.21,21,3,11.53,RU,2023-04-03
536,sola,-13.8833,167.55,28.44,75,90,5.58,VU,2023-04-03
537,itaguai,-22.8522,-43.7753,24.23,100,75,1.03,BR,2023-04-03
538,ayagoz,47.9714,80.4392,2.67,26,0,7.08,KZ,2023-04-03
539,ust-kuyga,70.0167,135.6,-7.2,90,100,7.66,RU,2023-04-03
540,karasburg,-28.0167,18.75,15.79,42,0,2.84,NA,2023-04-03
541,old saybrook,41.2918,-72.3762,2.21,49,0,0.0,US,2023-04-03
542,bubaque,11.2833,-15.8333,25.52,78,5,4.33,GW,2023-04-03
543,sinnamary,5.3833,-52.95,24.39,83,17,5.19,GF,2023-04-03
544,walvis bay,-22.9575,14.5053,17.53,77,6,0.51,NA,2023-04-03
545,teya,60.3778,92.6267,0.06,91,98,5.53,RU,2023-04-03
546,la ronge,55.1001,-105.2842,-14.86,56,0,2.57,CA,2023-04-03
547,gornopravdinsk,60.05,69.9,3.42,93,100,1.36,RU,2023-04-03
548,belcista,41.3028,20.8303,9.53,50,75,4.12,MK,2023-04-03
549,yevlax,40.6089,47.1492,10.99,76,75,1.54,AZ,2023-04-03
550,shitanjing,39.2342,106.3439,4.66,52,100,3.4,CN,2023-04-03
551,itoman,26.1247,127.6694,24.01,53,20,8.75,JP,2023-04-03
552,athens,37.9795,23.7162,18.71,70,40,6.17,GR,2023-04-03
553,tommot,58.9564,126.2925,-6.93,93,100,1.99,RU,2023-04-03
554,abatskoye,56.2875,70.4555,3.61,89,8,3.67,RU,2023-04-03
